climb_uuid,name,angle,layout_id,n_holds,holds,difficulty_average,quality_average,ascensionist_count,is_nomatch
6793504E91BF4D23B7CBFFD78426D8C9,Happy Pigs,40,1,8,"[(1200, 72, 64, 12), (1234, 72, 80, 13), (1247, 40, 88, 13), (1281, 40, 104, 13), (1331, 32, 128, 13), (1347, 24, 136, 13), (1381, 24, 152, 14), (1504, 52, 52, 15)]",18.125,2.625,8,0
F8D4CAA4EB0E4FE2A02F57BD31F38C2C,Anti 1,50,1,11,"[(1124, 8, 32, 12), (1127, 32, 32, 12), (1196, 40, 64, 13), (1228, 24, 80, 13), (1266, 56, 96, 13), (1295, 16, 112, 13), (1332, 40, 128, 13), (1379, 8, 152, 14), (1460, 36, 4, 15), (1477, 60, 28, 15), (1519, 4, 68, 15)]",26.0,2.85714,7,0
66f4c09e8fde49fc89697b10d49edeff,Sous la dent,50,1,13,"[(1093, 32, 16, 15), (1114, 64, 24, 12), (1147, 56, 40, 12), (1177, 24, 56, 13), (1198, 56, 64, 13), (1246, 32, 88, 13), (1297, 32, 112, 13), (1335, 64, 128, 13), (1387, 72, 152, 14), (1457, 60, 4, 15), (1458, 52, 4, 15), (1465, 4, 20, 15), (1541, 68, 84, 15)]",20.3333,2.66667,6,0
276f53a241ad416c947406d4f6c2d607,El perchos,50,1,14,"[(1083, 56, 8, 15), (1162, 40, 48, 12), (1163, 48, 48, 12), (1230, 40, 80, 13), (1267, 64, 96, 13), (1283, 56, 104, 13), (1304, 88, 112, 13), (1373, 96, 144, 13), (1394, 128, 152, 14), (1484, 20, 36, 15), (1521, 36, 68, 15), (1532, 76, 76, 15), (1534, 108, 76, 15), (1570, 108, 108, 15)]",21.8,2.6,5,0
06A4454D940448BBB4E8B4414D670ABD,For Kane,45,1,9,"[(1134, 88, 32, 12), (1148, 64, 40, 12), (1237, 96, 80, 13), (1257, 120, 88, 13), (1291, 120, 104, 13), (1320, 80, 120, 13), (1389, 88, 152, 14), (1455, 76, 4, 15), (1536, 140, 76, 15)]",22.0,2.4,5,0
B38EB9996FC74C5AB9993210573728DC,Dinoluca I,50,1,8,"[(1082, 64, 8, 15), (1167, 80, 48, 12), (1169, 96, 48, 12), (1230, 40, 80, 13), (1234, 72, 80, 13), (1300, 56, 112, 13), (1332, 40, 128, 13), (1386, 64, 152, 14)]",21.0,2.83333,6,1
b461ab4e8d6b4e13a4cf2f90be91dbe3,En la Junta no se junta,40,1,13,"[(1143, 24, 40, 12), (1210, 16, 72, 13), (1214, 48, 72, 13), (1281, 40, 104, 13), (1284, 64, 104, 13), (1334, 56, 128, 13), (1355, 88, 136, 13), (1371, 80, 144, 13), (1393, 120, 152, 14), (1460, 36, 4, 15), (1477, 60, 28, 15), (1495, 60, 44, 15), (1572, 140, 108, 15)]",21.8,3.0,5,0
d57ac67128d64aa9bcef51449c76f333,"Full crimp , empty mind",50,1,13,"[(1156, 128, 40, 15), (1171, 112, 48, 12), (1203, 96, 64, 12), (1212, 32, 72, 15), (1248, 48, 88, 13), (1269, 80, 96, 13), (1339, 96, 128, 13), (1352, 64, 136, 13), (1375, 112, 144, 13), (1378, 136, 144, 14), (1521, 36, 68, 15), (1529, 28, 76, 15), (1550, 76, 92, 15)]",26.8333,2.66667,6,0
d771391b57f940d2967b0a7a5c54e3d3,During The Haunting,40,1,10,"[(1132, 72, 32, 12), (1197, 48, 64, 13), (1269, 80, 96, 13), (1315, 40, 120, 13), (1382, 32, 152, 14), (1455, 76, 4, 15), (1487, 68, 36, 12), (1497, 92, 44, 15), (1521, 36, 68, 15), (1541, 68, 84, 13)]",25.0,2.625,8,1
9B3C6F14E65C4C849883965860803FB0,devils driveway,40,1,14,"[(1128, 40, 32, 12), (1154, 112, 40, 15), (1181, 56, 56, 12), (1183, 72, 56, 13), (1219, 88, 72, 13), (1220, 96, 72, 13), (1273, 112, 96, 13), (1306, 104, 112, 13), (1343, 128, 128, 13), (1375, 112, 144, 13), (1390, 96, 152, 14), (1458, 52, 4, 15), (1462, 20, 4, 15), (1479, 92, 28, 15)]",20.0,2.57143,7,0
0F555AE74EAB47FD9364B1A62A499FB7,ninja warrior,0,1,7,"[(1091, 16, 16, 15), (1097, 64, 16, 15), (1194, 24, 64, 12), (1203, 96, 64, 15), (1257, 120, 88, 13), (1509, 132, 52, 15), (1595, 68, 132, 14)]",22.8333,3.0,6,0
C5F77CB0C31345C3AF48241D9767458B,Beast Shore,40,1,11,"[(1100, 88, 16, 15), (1169, 96, 48, 12), (1217, 72, 72, 13), (1273, 112, 96, 13), (1280, 32, 104, 13), (1318, 64, 120, 13), (1384, 48, 152, 14), (1487, 68, 36, 15), (1495, 60, 44, 15), (1508, 116, 52, 15), (1524, 84, 68, 15)]",24.2222,2.88889,9,0
0c10e4f10b364eb1aaf64c733a65ed6b,campus your troubles away (campus),45,1,7,"[(1183, 72, 56, 12), (1218, 80, 72, 12), (1267, 64, 96, 13), (1284, 64, 104, 13), (1299, 48, 112, 13), (1351, 56, 136, 13), (1385, 56, 152, 14)]",22.0833,2.75,12,0
85b1837b9a6249078dfac02f3f236376,q5,40,1,12,"[(1076, 112, 8, 15), (1120, 112, 24, 15), (1172, 120, 48, 12), (1173, 128, 48, 12), (1203, 96, 64, 13), (1206, 120, 64, 13), (1239, 112, 80, 13), (1269, 80, 96, 13), (1304, 88, 112, 13), (1336, 72, 128, 13), (1354, 80, 136, 13), (1384, 48, 152, 14)]",19.5,3.0,6,0
ADAB5E529CA9423EBABA800A83611629,Leonardo da Pinchi,30,1,17,"[(1090, 8, 16, 15), (1144, 32, 40, 15), (1175, 8, 56, 15), (1213, 40, 72, 15), (1215, 56, 72, 15), (1228, 24, 80, 13), (1295, 16, 112, 13), (1332, 40, 128, 13), (1345, 8, 136, 13), (1538, 20, 84, 15), (4687, 0, 56, 12), (4709, -8, 80, 13), (4718, -8, 152, 14), (4721, -16, 24, 15), (4723, -16, 40, 12), (4724, -16, 48, 15), (4817, -20, 108, 15)]",21.375,2.625,8,0
70e0cc9c66244508b922334a10ba375b,unreasonable adjustments,50,1,5,"[(1166, 72, 48, 15), (1221, 104, 72, 15), (1234, 72, 80, 12), (1304, 88, 112, 12), (1387, 72, 152, 14)]",21.625,3.0,8,0
F0B4D0351B38421A8CAB6079E62E5869,my bottom goes wobble wobble,50,1,15,"[(1149, 72, 40, 12), (1198, 56, 64, 13), (1236, 88, 80, 13), (1284, 64, 104, 13), (1319, 72, 120, 13), (1353, 72, 136, 13), (1391, 104, 152, 14), (1453, 92, 4, 15), (1456, 68, 4, 15), (1486, 52, 36, 15), (1505, 68, 52, 15), (1522, 52, 68, 15), (1542, 84, 84, 15), (1560, 84, 100, 15), (1570, 108, 108, 15)]",21.75,2.875,8,0
9404d279f2094cd78d4ef49013b562f7,Casual Campus,50,1,7,"[(1257, 120, 88, 12), (1259, 136, 88, 12), (1306, 104, 112, 13), (1308, 120, 112, 13), (1340, 104, 128, 13), (1360, 128, 136, 13), (1393, 120, 152, 14)]",15.0,3.0,5,1
61AFB23E329B4D269E52FE5EB2CE2C8C,apee lead circuit #3.3,50,1,9,"[(1234, 72, 80, 13), (1237, 96, 80, 13), (1257, 120, 88, 12), (1259, 136, 88, 12), (1300, 56, 112, 13), (1332, 40, 128, 13), (1338, 88, 128, 13), (1373, 96, 144, 13), (1394, 128, 152, 14)]",26.0,3.0,5,0
0C6EFDFA6E474D0490544B221B1ACEBB,секс с бычковым,50,1,12,"[(1095, 48, 16, 12), (1108, 16, 24, 12), (1194, 24, 64, 13), (1211, 24, 72, 13), (1265, 48, 96, 13), (1295, 16, 112, 13), (1298, 40, 112, 13), (1318, 64, 120, 13), (1350, 48, 136, 13), (1389, 88, 152, 14), (1458, 52, 4, 15), (1512, 44, 60, 15)]",26.0,3.0,5,0
12bd81e2f39b40b2a4330126f8601684,rage crimps v4,15,1,21,"[(1133, 80, 32, 15), (1163, 48, 48, 15), (1170, 104, 48, 12), (1203, 96, 64, 13), (1218, 80, 72, 15), (1220, 96, 72, 13), (1226, 8, 80, 15), (1250, 64, 88, 13), (1286, 80, 104, 13), (1299, 48, 112, 13), (1314, 32, 120, 13), (1318, 64, 120, 13), (1365, 32, 144, 13), (1381, 24, 152, 14), (1450, 116, 4, 15), (1451, 108, 4, 15), (1452, 100, 4, 15), (1453, 92, 4, 15), (1521, 36, 68, 15), (1530, 44, 76, 15), (1546, 12, 92, 15)]",16.6364,2.90909,11,0
00F895DC640945C1A7C177325846E7E8,lay start series #2,45,1,10,"[(1091, 16, 16, 12), (1098, 72, 16, 15), (1160, 24, 48, 13), (1192, 8, 64, 13), (1245, 24, 88, 13), (1294, 8, 112, 13), (1380, 16, 152, 14), (1456, 68, 4, 15), (1461, 28, 4, 15), (1484, 20, 36, 12)]",22.0,2.6,5,0
6DAE89F424404750837226726167CD46,Birthday Bash,40,1,9,"[(1155, 120, 40, 12), (1173, 128, 48, 15), (1223, 120, 72, 13), (1252, 80, 88, 13), (1323, 104, 120, 13), (1353, 72, 136, 13), (1391, 104, 152, 14), (1447, 140, 4, 15), (1482, 140, 28, 15)]",20.8333,2.83333,6,0
3cab2ae777a94ad9a739864c9eac47ef,Almost Friday,40,1,12,"[(1079, 88, 8, 15), (1166, 72, 48, 12), (1168, 88, 48, 12), (1203, 96, 64, 13), (1234, 72, 80, 13), (1287, 88, 104, 13), (1320, 80, 120, 13), (1373, 96, 144, 13), (1387, 72, 152, 14), (1388, 80, 152, 14), (1455, 76, 4, 15), (1550, 76, 92, 15)]",18.4,3.0,5,0
9579CC2AB93A4CAF871C6F12F7A6F7B5,spicey milo,45,1,14,"[(1155, 120, 40, 12), (1190, 128, 56, 12), (1204, 104, 64, 13), (1257, 120, 88, 13), (1305, 96, 112, 13), (1306, 104, 112, 13), (1359, 120, 136, 13), (1390, 96, 152, 14), (1447, 140, 4, 15), (1449, 124, 4, 15), (1471, 100, 20, 15), (1508, 116, 52, 15), (1542, 84, 84, 15), (1562, 116, 100, 15)]",19.2,3.0,5,0
5C10EA154A764C349E60D940C658F797,Crunchwrap,45,1,9,"[(1128, 40, 32, 12), (1195, 32, 64, 13), (1231, 48, 80, 13), (1267, 64, 96, 13), (1321, 88, 120, 13), (1387, 72, 152, 14), (1458, 52, 4, 15), (1485, 36, 36, 15), (1525, 100, 68, 15)]",22.1429,2.71429,7,0
092ba149282c4436ac045b22f1118414,@$$,40,1,14,"[(1082, 64, 8, 15), (1132, 72, 32, 12), (1162, 40, 48, 15), (1201, 80, 64, 13), (1215, 56, 72, 13), (1282, 48, 104, 13), (1287, 88, 104, 13), (1336, 72, 128, 13), (1391, 104, 152, 14), (1392, 112, 152, 14), (1455, 76, 4, 15), (1505, 68, 52, 13), (1511, 28, 60, 15), (1542, 84, 84, 15)]",22.2,3.0,5,0
14B0C8E35DD14D6A9E117E29FC04EE6A,beautiful cross,30,1,14,"[(1149, 72, 40, 12), (1236, 88, 80, 13), (1239, 112, 80, 13), (1276, 136, 96, 13), (1323, 104, 120, 13), (1341, 112, 128, 13), (1372, 88, 144, 13), (1389, 88, 152, 14), (1453, 92, 4, 15), (1457, 60, 4, 15), (1489, 100, 36, 15), (1509, 132, 52, 15), (1536, 140, 76, 15), (1580, 116, 116, 15)]",21.75,2.875,8,0
248D9B2BD5E34FFA98DA56C972BB7F47,Dicen,45,1,10,"[(1100, 88, 16, 15), (1157, 136, 40, 12), (1169, 96, 48, 13), (1222, 112, 72, 13), (1253, 88, 88, 13), (1305, 96, 112, 13), (1353, 72, 136, 13), (1386, 64, 152, 14), (1450, 116, 4, 15), (1499, 124, 44, 15)]",22.3333,2.66667,6,1
467F3E94225B4DA4B43CF3B89EEA31AA,Rio de bobos,45,1,15,"[(1086, 32, 8, 15), (1097, 64, 16, 15), (1126, 24, 32, 12), (1163, 48, 48, 12), (1214, 48, 72, 13), (1217, 72, 72, 13), (1290, 112, 104, 13), (1303, 80, 112, 13), (1357, 104, 136, 13), (1388, 80, 152, 14), (1478, 76, 28, 15), (1487, 68, 36, 15), (1488, 84, 36, 15), (1516, 108, 60, 15), (1526, 116, 68, 15)]",23.0,2.88889,9,0
632893FE9DA049E585FF1B995F82FD85,Ribbon elimination,50,1,6,"[(1096, 56, 16, 15), (1196, 40, 64, 12), (1216, 64, 72, 12), (1300, 56, 112, 13), (1387, 72, 152, 14), (1506, 84, 52, 15)]",25.2,2.8,5,0
E80625EC214F4ADFA899B946E7287682,Paul le cafiste !,50,1,11,"[(1172, 120, 48, 12), (1203, 96, 64, 15), (1223, 120, 72, 13), (1287, 88, 104, 13), (1288, 96, 104, 13), (1301, 64, 112, 13), (1387, 72, 152, 14), (1451, 108, 4, 15), (1548, 44, 92, 15), (4743, 144, 48, 12), (4799, 156, 4, 15)]",22.8333,3.0,6,0
3e9d0a290b5844fdb6dca9f53f56eaeb,"Look, don't touch. Soft version",60,1,18,"[(1092, 24, 16, 15), (1096, 56, 16, 15), (1130, 56, 32, 12), (1131, 64, 32, 12), (1166, 72, 48, 13), (1199, 64, 64, 13), (1203, 96, 64, 15), (1234, 72, 80, 13), (1237, 96, 80, 15), (1268, 72, 96, 13), (1271, 96, 96, 15), (1304, 88, 112, 13), (1330, 24, 128, 15), (1353, 72, 136, 13), (1354, 80, 136, 13), (1383, 40, 152, 14), (1385, 56, 152, 14), (1459, 44, 4, 15)]",18.0,3.0,6,0
2523AC093C764809A3A421A21F1F9B12,Ba Bop,40,1,12,"[(1105, 128, 16, 12), (1134, 88, 32, 12), (1203, 96, 64, 13), (1230, 40, 80, 13), (1233, 64, 80, 13), (1245, 24, 88, 13), (1330, 24, 128, 13), (1379, 8, 152, 14), (1451, 108, 4, 15), (1502, 20, 52, 15), (1507, 100, 52, 15), (1513, 60, 60, 15)]",25.6667,2.66667,6,1
FD04139B6BF749899BDA401F57B250E4,kilterbattle.pt 019 - 6c+,35,1,14,"[(1090, 8, 16, 15), (1144, 32, 40, 15), (1196, 40, 64, 12), (1216, 64, 72, 12), (1228, 24, 80, 13), (1244, 16, 88, 13), (1299, 48, 112, 14), (1316, 48, 120, 13), (1337, 80, 128, 13), (1355, 88, 136, 13), (1392, 112, 152, 14), (1460, 36, 4, 15), (1520, 20, 68, 15), (1543, 100, 84, 15)]",20.8333,2.91667,24,0
ECADC5B764164506B2BFF8D6597C8180,Frumpy Dumpy,50,1,15,"[(1130, 56, 32, 15), (1143, 24, 40, 12), (1211, 24, 72, 13), (1214, 48, 72, 13), (1282, 48, 104, 13), (1314, 32, 120, 13), (1337, 80, 128, 13), (1349, 40, 136, 13), (1355, 88, 136, 13), (1392, 112, 152, 14), (1484, 20, 36, 15), (1492, 12, 44, 15), (1520, 20, 68, 15), (1543, 100, 84, 15), (1563, 132, 100, 15)]",22.125,2.75,8,0
3b467b6fe80747e58e30e6074cb0ed2b,Nudelsalat,50,1,9,"[(1177, 24, 56, 12), (1181, 56, 56, 12), (1249, 56, 88, 13), (1264, 40, 96, 13), (1333, 48, 128, 13), (1363, 16, 144, 13), (1380, 16, 152, 14), (1474, 12, 28, 15), (1487, 68, 36, 15)]",22.25,3.0,8,0
8F7525B1928C4C11BBC422AA41FBF059,Rumms die Geige,50,1,11,"[(1170, 104, 48, 12), (1190, 128, 56, 12), (1258, 128, 88, 13), (1276, 136, 96, 13), (1342, 120, 128, 13), (1375, 112, 144, 13), (1388, 80, 152, 14), (1447, 140, 4, 15), (1453, 92, 4, 15), (1536, 140, 76, 15), (1543, 100, 84, 15)]",22.7778,2.88889,9,0
8CBD4C62682145CBA86C035103AC9A2A,KoK ned gschimpft isch globt gnug (@45),45,1,13,"[(1144, 32, 40, 15), (1145, 40, 40, 15), (1197, 48, 64, 12), (1199, 64, 64, 12), (1248, 48, 88, 13), (1278, 16, 104, 13), (1282, 48, 104, 13), (1294, 8, 112, 13), (1512, 44, 60, 15), (4734, -16, 128, 13), (4737, -16, 152, 14), (4811, -20, 76, 15), (4813, -12, 84, 15)]",17.0,2.625,16,1
4DCFD2BC4930410EA0454AD35166DB3E,Hipster KoK,45,1,12,"[(1173, 128, 48, 15), (1206, 120, 64, 15), (1255, 104, 88, 15), (1259, 136, 88, 13), (1308, 120, 112, 13), (1359, 120, 136, 13), (1390, 96, 152, 14), (4741, 144, 32, 12), (4761, 152, 40, 15), (4765, 152, 72, 13), (4776, 160, 8, 15), (4781, 160, 48, 12)]",16.8333,2.5,12,0
13C139DA8FD74BECAE115770243B2115,SBP 2024 16’ ADV Qualifier 1,45,1,28,"[(1120, 112, 24, 15), (1133, 80, 32, 15), (1140, 136, 32, 15), (1168, 88, 48, 12), (1205, 112, 64, 12), (1240, 120, 80, 13), (1242, 136, 80, 13), (1268, 72, 96, 15), (1271, 96, 96, 15), (1324, 112, 120, 13), (1325, 120, 120, 13), (1327, 136, 120, 13), (1348, 32, 136, 15), (1354, 80, 136, 13), (1355, 88, 136, 13), (1356, 96, 136, 13), (1368, 56, 144, 13), (1384, 48, 152, 14), (1451, 108, 4, 15), (1517, 124, 60, 15), (1544, 116, 84, 15), (1559, 68, 100, 15), (1569, 92, 108, 15), (4749, 144, 96, 13), (4765, 152, 72, 15), (4768, 152, 96, 13), (4782, 160, 56, 15), (4834, 156, 76, 15)]",21.4,2.8,5,0
CAF6F87168B04C2297D6570419F53141,Mommy Mommy Mommy Mommy,30,1,15,"[(1112, 48, 24, 15), (1113, 56, 24, 15), (1133, 80, 32, 15), (1181, 56, 56, 12), (1197, 48, 64, 12), (1216, 64, 72, 13), (1231, 48, 80, 13), (1232, 56, 80, 15), (1249, 56, 88, 13), (1265, 48, 96, 15), (1283, 56, 104, 13), (1299, 48, 112, 13), (1331, 32, 128, 14), (1494, 44, 44, 15), (1522, 52, 68, 15)]",16.2,2.6,5,0
1BDECEDAFF9143C4A7D3508F3B3A6E5F,don’t fall round a bout v4,30,1,24,"[(1091, 16, 16, 15), (1093, 32, 16, 15), (1096, 56, 16, 15), (1141, 8, 40, 15), (1145, 40, 40, 15), (1178, 32, 56, 15), (1192, 8, 64, 15), (1200, 72, 64, 13), (1215, 56, 72, 12), (1219, 88, 72, 12), (1227, 16, 80, 13), (1229, 32, 80, 13), (1231, 48, 80, 13), (1246, 32, 88, 13), (1260, 8, 96, 13), (1271, 96, 96, 15), (1282, 48, 104, 15), (1294, 8, 112, 13), (1347, 24, 136, 13), (1353, 72, 136, 14), (1364, 24, 144, 13), (1366, 40, 144, 13), (1386, 64, 152, 13), (1470, 84, 20, 15)]",17.2,2.8,5,0
8335DD79A2CF43BF830BC6027B21C209,Stonegoat V4-1.,30,1,13,"[(1088, 16, 8, 15), (1146, 48, 40, 15), (1161, 32, 48, 12), (1177, 24, 56, 12), (1197, 48, 64, 13), (1235, 80, 80, 15), (1248, 48, 88, 13), (1266, 56, 96, 13), (1299, 48, 112, 13), (1335, 64, 128, 13), (1351, 56, 136, 13), (1387, 72, 152, 14), (1467, 36, 20, 15)]",17.6,3.0,5,0
03ADB11F88754CE298246F69CA7501EE,not hard enough.,30,1,9,"[(1082, 64, 8, 15), (1149, 72, 40, 12), (1198, 56, 64, 13), (1234, 72, 80, 13), (1284, 64, 104, 13), (1337, 80, 128, 13), (1386, 64, 152, 14), (1495, 60, 44, 15), (1524, 84, 68, 15)]",16.4,3.0,5,0
377BBB5A3997491BA7E8945E1ACC1447,Christmas Eve Eve,45,1,13,"[(1103, 112, 16, 15), (1157, 136, 40, 12), (1190, 128, 56, 13), (1237, 96, 80, 13), (1252, 80, 88, 13), (1263, 32, 96, 15), (1268, 72, 96, 13), (1299, 48, 112, 13), (1369, 64, 144, 13), (1382, 32, 152, 14), (1447, 140, 4, 15), (1496, 76, 44, 15), (1504, 52, 52, 15)]",22.0,3.0,6,1
3BEC6F8490BB4FC8AC1F454D72400855,My Shoe Broke Again🐝,45,1,13,"[(1082, 64, 8, 15), (1110, 32, 24, 15), (1146, 48, 40, 15), (1149, 72, 40, 12), (1152, 96, 40, 15), (1169, 96, 48, 15), (1198, 56, 64, 12), (1234, 72, 80, 13), (1269, 80, 96, 13), (1306, 104, 112, 13), (1340, 104, 128, 13), (1393, 120, 152, 14), (1534, 108, 76, 15)]",17.8182,2.72727,11,1
3BF0407CD0E84DA4B64A92D21DD84256,Ride the Bicycle,50,1,8,"[(1191, 136, 56, 15), (1207, 128, 64, 12), (1235, 80, 80, 12), (1271, 96, 96, 13), (1284, 64, 104, 13), (1357, 104, 136, 13), (1392, 112, 152, 14), (1522, 52, 68, 15)]",27.0,2.88889,9,0
70F776F7DCE24C0991EBF38343BAC8B1,Jobado,45,1,10,"[(1134, 88, 32, 12), (1187, 104, 56, 13), (1269, 80, 96, 13), (1271, 96, 96, 13), (1299, 48, 112, 13), (1384, 48, 152, 14), (1451, 108, 4, 15), (1503, 36, 52, 15), (1511, 28, 60, 15), (1517, 124, 60, 15)]",26.0588,3.0,17,1
c9a46ea358ea443ea87de8d2ef94b325,French influence v7 (25 degrees),25,1,12,"[(1176, 16, 56, 12), (1244, 16, 88, 12), (1254, 96, 88, 13), (1266, 56, 96, 13), (1283, 56, 104, 13), (1322, 96, 120, 13), (1339, 96, 128, 13), (1358, 112, 136, 13), (1387, 72, 152, 14), (1466, 20, 20, 15), (1475, 28, 28, 15), (1525, 100, 68, 15)]",23.0,3.0,7,0
EBF0D449B8084760B11CA4897A0A61FD,Verrückt nach Mary,40,1,13,"[(1089, 8, 8, 15), (1128, 40, 32, 12), (1131, 64, 32, 15), (1144, 32, 40, 12), (1180, 48, 56, 13), (1214, 48, 72, 13), (1244, 16, 88, 15), (1267, 64, 96, 13), (1315, 40, 120, 13), (1367, 48, 144, 13), (1381, 24, 152, 14), (1459, 44, 4, 15), (1503, 36, 52, 15)]",16.6667,2.83333,6,0
BEF20FD0A8434205830A3C9B5B98F1FE,2024 Sektor Games 35,30,1,14,"[(1104, 120, 16, 15), (1137, 112, 32, 15), (1150, 80, 40, 15), (1169, 96, 48, 12), (1183, 72, 56, 15), (1190, 128, 56, 12), (1213, 40, 72, 15), (1221, 104, 72, 13), (1235, 80, 80, 15), (1271, 96, 96, 13), (1284, 64, 104, 13), (1335, 64, 128, 13), (1384, 48, 152, 14), (1482, 140, 28, 15)]",17.0667,3.0,15,0
401266D93B8D430D85EFB4E55C53BF4B,The Flow and the Motion,40,1,9,"[(1131, 64, 32, 12), (1169, 96, 48, 13), (1240, 120, 80, 13), (1303, 80, 112, 13), (1351, 56, 136, 13), (1381, 24, 152, 14), (1455, 76, 4, 15), (1500, 140, 44, 15), (1531, 60, 76, 15)]",26.0,2.75,8,1
116d91a415954d83b19daf35b615456c,Skill Issue,40,1,16,"[(1149, 72, 40, 12), (1200, 72, 64, 13), (1234, 72, 80, 13), (1272, 104, 96, 13), (1331, 32, 128, 13), (1335, 64, 128, 13), (1337, 80, 128, 13), (1382, 32, 152, 14), (1383, 40, 152, 14), (1453, 92, 4, 15), (1458, 52, 4, 15), (1508, 116, 52, 15), (1539, 36, 84, 15), (1543, 100, 84, 15), (1548, 44, 92, 15), (1552, 108, 92, 15)]",22.1667,2.83333,6,0
40120E1AF14746D9897C0D384296323D,Down With The Ship,50,1,12,"[(1128, 40, 32, 12), (1167, 80, 48, 13), (1232, 56, 80, 13), (1267, 64, 96, 13), (1290, 112, 104, 13), (1354, 80, 136, 13), (1383, 40, 152, 14), (1459, 44, 4, 15), (1462, 20, 4, 15), (1468, 52, 20, 15), (1516, 108, 60, 15), (1570, 108, 108, 15)]",26.8,2.2,5,1
2477F48ADAF64CF98096E19C04F64A51,power in the sky,40,1,6,"[(1203, 96, 64, 12), (1258, 128, 88, 12), (1305, 96, 112, 13), (1390, 96, 152, 14), (1471, 100, 20, 15), (1482, 140, 28, 15)]",23.0,3.0,5,1
D61BE108C8F64D7C98CFBC3EB7E26379,Heb di!,40,1,10,"[(1140, 136, 32, 12), (1153, 104, 40, 12), (1188, 112, 56, 13), (1203, 96, 64, 13), (1273, 112, 96, 13), (1286, 80, 104, 13), (1339, 96, 128, 13), (1387, 72, 152, 14), (1447, 140, 4, 15), (1506, 84, 52, 15)]",22.6,3.0,5,1
49104155201344F29E275D9F2C3DA6A8,bong rips & pre-workout,45,1,8,"[(1107, 8, 24, 15), (1158, 8, 48, 12), (1181, 56, 56, 12), (1247, 40, 88, 13), (1269, 80, 96, 13), (1336, 72, 128, 13), (1373, 96, 144, 13), (1391, 104, 152, 14)]",21.6,2.73333,15,1
C46E2430245746D5A4457CCAD15E1B63,(don’t) cut,45,1,13,"[(1084, 48, 8, 15), (1130, 56, 32, 15), (1162, 40, 48, 12), (1163, 48, 48, 12), (1218, 80, 72, 13), (1284, 64, 104, 13), (1338, 88, 128, 13), (1386, 64, 152, 14), (1455, 76, 4, 15), (1521, 36, 68, 15), (1543, 100, 84, 15), (1552, 108, 92, 15), (1566, 44, 108, 15)]",21.7333,2.6,15,0
749102F6896445CFB794F9AFDFDDF978,nice flow does it go?,45,1,17,"[(1150, 80, 40, 12), (1198, 56, 64, 12), (1215, 56, 72, 13), (1248, 48, 88, 13), (1264, 40, 96, 13), (1285, 72, 104, 13), (1334, 56, 128, 13), (1350, 48, 136, 13), (1365, 32, 144, 13), (1381, 24, 152, 14), (1493, 28, 44, 15), (1494, 44, 44, 15), (1504, 52, 52, 15), (1520, 20, 68, 15), (1529, 28, 76, 15), (1546, 12, 92, 15), (1555, 4, 100, 15)]",21.6667,2.75,12,0
F401A109A25743229AB67F16D63E7D99,Davis Basement,45,1,10,"[(1083, 56, 8, 15), (1141, 8, 40, 15), (1162, 40, 48, 12), (1176, 16, 56, 12), (1214, 48, 72, 13), (1233, 64, 80, 13), (1235, 80, 80, 13), (1301, 64, 112, 13), (1354, 80, 136, 13), (1384, 48, 152, 14)]",21.6364,2.81818,11,0
84DD86514CB2453185BF2CF58566808F,Blueberry pie,50,1,9,"[(1116, 80, 24, 12), (1132, 72, 32, 12), (1203, 96, 64, 13), (1271, 96, 96, 13), (1275, 128, 96, 13), (1339, 96, 128, 13), (1386, 64, 152, 14), (1453, 92, 4, 15), (1518, 140, 60, 15)]",26.2,2.8,5,0
D70CC650AFAB485496414D6D60367F6D,U12 Schulter-Killer,45,1,11,"[(1081, 72, 8, 15), (1166, 72, 48, 12), (1197, 48, 64, 13), (1249, 56, 88, 13), (1281, 40, 104, 13), (1316, 48, 120, 13), (1334, 56, 128, 13), (1387, 72, 152, 14), (1469, 68, 20, 15), (1523, 68, 68, 15), (1547, 28, 92, 15)]",21.0909,2.72727,11,0
1578589c19b541d68272fdf96f5896fe,Waterfall river,45,1,13,"[(1131, 64, 32, 15), (1170, 104, 48, 15), (1183, 72, 56, 12), (1184, 80, 56, 13), (1203, 96, 64, 12), (1220, 96, 72, 13), (1259, 136, 88, 15), (1269, 80, 96, 13), (1288, 96, 104, 13), (1306, 104, 112, 13), (1341, 112, 128, 13), (1375, 112, 144, 13), (1391, 104, 152, 14)]",20.6,2.5,10,0
13051A4FBE1E4E52A4061EFCD36D4A36,Swivel,50,1,11,"[(1101, 96, 16, 12), (1106, 136, 16, 13), (1170, 104, 48, 12), (1187, 104, 56, 13), (1222, 112, 72, 13), (1269, 80, 96, 13), (1316, 48, 120, 13), (1384, 48, 152, 14), (1500, 140, 44, 15), (1509, 132, 52, 15), (1549, 60, 92, 13)]",26.0,3.0,5,1
BF5028CCA9AB4B9ABCDC640D44E3EEAC,1 1 chega,40,1,10,"[(1139, 128, 32, 12), (1150, 80, 40, 15), (1154, 112, 40, 15), (1204, 104, 64, 12), (1240, 120, 80, 13), (1270, 88, 96, 13), (1324, 112, 120, 13), (1340, 104, 128, 13), (1356, 96, 136, 13), (1387, 72, 152, 14)]",22.6,2.6,5,0
